"claim_filed_by","regular_ui","pua_new","pua_reclassified","peuc_claims","week_ending","median"
"FREDERICK",68,0,0,0,"Aug 31",26
"GARRETT",7,0,0,0,"Aug 31",26
"HARFORD",69,0,0,0,"Aug 31",26
"HOWARD",56,0,0,0,"Aug 31",26
"KENT",5,0,0,0,"Aug 31",26
"MONTGOMERY",203,0,0,0,"Aug 31",26
"NON-MARYLAND",190,0,0,0,"Aug 31",26
"PRINCE GEORGES",254,0,0,0,"Aug 31",26
"QUEEN ANNES",12,0,0,0,"Aug 31",26
"SOMERSET",9,0,0,0,"Aug 31",26
"ST MARYS",5,0,0,0,"Aug 31",26
"TALBOT",7,0,0,0,"Aug 31",26
"Unknown",19,0,0,0,"Aug 31",26
"WASHINGTON",51,0,0,0,"Aug 31",26
"WICOMICO",31,0,0,0,"Aug 31",26
"WORCESTER",18,0,0,0,"Aug 31",26
"ALLEGANY",27,0,0,0,"Sept 7",28
"ANNE ARUNDEL",111,0,0,0,"Sept 7",28
"BALTIMORE",319,0,0,0,"Sept 7",28
"BALTIMORE CITY",229,0,0,0,"Sept 7",28
"CALVERT",23,0,0,0,"Sept 7",28
"CAROLINE",10,0,0,0,"Sept 7",28
"CARROLL",23,0,0,0,"Sept 7",28
"CECIL",30,0,0,0,"Sept 7",28
"CHARLES",39,0,0,0,"Sept 7",28
"DORCHESTER",12,0,0,0,"Sept 7",28
"FREDERICK",66,0,0,0,"Sept 7",28
"GARRETT",10,0,0,0,"Sept 7",28
"HARFORD",77,0,0,0,"Sept 7",28
"HOWARD",79,0,0,0,"Sept 7",28
"KENT",1,0,0,0,"Sept 7",28
"MONTGOMERY",219,0,0,0,"Sept 7",28
"NON-MARYLAND",197,0,0,0,"Sept 7",28
"PRINCE GEORGES",235,0,0,0,"Sept 7",28
"QUEEN ANNES",12,0,0,0,"Sept 7",28
"SOMERSET",5,0,0,0,"Sept 7",28
"ST MARYS",13,0,0,0,"Sept 7",28
"TALBOT",20,0,0,0,"Sept 7",28
"Unknown",13,0,0,0,"Sept 7",28
"WASHINGTON",66,0,0,0,"Sept 7",28
"WICOMICO",29,0,0,0,"Sept 7",28
"WORCESTER",17,0,0,0,"Sept 7",28
"ALLEGANY",15,0,0,0,"Sept 14",37
"ANNE ARUNDEL",131,0,0,0,"Sept 14",37
"BALTIMORE",316,0,0,0,"Sept 14",37
"BALTIMORE CITY",279,0,0,0,"Sept 14",37
"CALVERT",23,0,0,0,"Sept 14",37
"CAROLINE",10,0,0,0,"Sept 14",37
"CARROLL",37,0,0,0,"Sept 14",37
"CECIL",38,0,0,0,"Sept 14",37
"CHARLES",58,0,0,0,"Sept 14",37
"DORCHESTER",9,0,0,0,"Sept 14",37
"FREDERICK",66,0,0,0,"Sept 14",37
"GARRETT",7,0,0,0,"Sept 14",37
"HARFORD",81,0,0,0,"Sept 14",37
"HOWARD",83,0,0,0,"Sept 14",37
"KENT",5,0,0,0,"Sept 14",37
"MONTGOMERY",222,0,0,0,"Sept 14",37
"NON-MARYLAND",177,0,0,0,"Sept 14",37
"PRINCE GEORGES",243,0,0,0,"Sept 14",37
"QUEEN ANNES",10,0,0,0,"Sept 14",37
"SOMERSET",10,0,0,0,"Sept 14",37
"ST MARYS",15,0,0,0,"Sept 14",37
"TALBOT",6,0,0,0,"Sept 14",37
"Unknown",7,0,0,0,"Sept 14",37
"WASHINGTON",67,0,0,0,"Sept 14",37
"WICOMICO",37,0,0,0,"Sept 14",37
"WORCESTER",24,0,0,0,"Sept 14",37
"ALLEGANY",23,0,0,0,"Sept 21",22.5
"ANNE ARUNDEL",142,0,0,0,"Sept 21",22.5
"BALTIMORE",274,0,0,0,"Sept 21",22.5
"BALTIMORE CITY",277,0,0,0,"Sept 21",22.5
"CALVERT",19,0,0,0,"Sept 21",22.5
"CAROLINE",6,0,0,0,"Sept 21",22.5
"CARROLL",22,0,0,0,"Sept 21",22.5
"CECIL",15,0,0,0,"Sept 21",22.5
"CHARLES",53,0,0,0,"Sept 21",22.5
"DORCHESTER",19,0,0,0,"Sept 21",22.5
"FREDERICK",63,0,0,0,"Sept 21",22.5
"GARRETT",8,0,0,0,"Sept 21",22.5
"HARFORD",59,0,0,0,"Sept 21",22.5
"HOWARD",72,0,0,0,"Sept 21",22.5
"KENT",3,0,0,0,"Sept 21",22.5
"MONTGOMERY",243,0,0,0,"Sept 21",22.5
"NON-MARYLAND",150,0,0,0,"Sept 21",22.5
"PRINCE GEORGES",257,0,0,0,"Sept 21",22.5
"QUEEN ANNES",14,0,0,0,"Sept 21",22.5
"SOMERSET",9,0,0,0,"Sept 21",22.5
"ST MARYS",13,0,0,0,"Sept 21",22.5
"TALBOT",5,0,0,0,"Sept 21",22.5
"Unknown",22,0,0,0,"Sept 21",22.5
"WASHINGTON",41,0,0,0,"Sept 21",22.5
"WICOMICO",36,0,0,0,"Sept 21",22.5
"WORCESTER",12,0,0,0,"Sept 21",22.5
"ALLEGANY",40,0,0,0,"Sept 28",32
"ANNE ARUNDEL",160,0,0,0,"Sept 28",32
"BALTIMORE",275,0,0,0,"Sept 28",32
"BALTIMORE CITY",265,0,0,0,"Sept 28",32
"CALVERT",24,0,0,0,"Sept 28",32
"CAROLINE",11,0,0,0,"Sept 28",32
"CARROLL",31,0,0,0,"Sept 28",32
"CECIL",28,0,0,0,"Sept 28",32
"CHARLES",40,0,0,0,"Sept 28",32
"DORCHESTER",11,0,0,0,"Sept 28",32
"FREDERICK",56,0,0,0,"Sept 28",32
"GARRETT",8,0,0,0,"Sept 28",32
"HARFORD",75,0,0,0,"Sept 28",32
"HOWARD",55,0,0,0,"Sept 28",32
"KENT",2,0,0,0,"Sept 28",32
"MONTGOMERY",187,0,0,0,"Sept 28",32
"NON-MARYLAND",138,0,0,0,"Sept 28",32
"PRINCE GEORGES",231,0,0,0,"Sept 28",32
"QUEEN ANNES",10,0,0,0,"Sept 28",32
"SOMERSET",8,0,0,0,"Sept 28",32
"ST MARYS",5,0,0,0,"Sept 28",32
"TALBOT",13,0,0,0,"Sept 28",32
"Unknown",22,0,0,0,"Sept 28",32
"WASHINGTON",58,0,0,0,"Sept 28",32
"WICOMICO",33,0,0,0,"Sept 28",32
"WORCESTER",23,0,0,0,"Sept 28",32
"ALLEGANY",24,0,0,0,"Oct 5",40.5
"ANNE ARUNDEL",145,0,0,0,"Oct 5",40.5
"BALTIMORE",337,0,0,0,"Oct 5",40.5
"BALTIMORE CITY",306,0,0,0,"Oct 5",40.5
"CALVERT",23,0,0,0,"Oct 5",40.5
"CAROLINE",5,0,0,0,"Oct 5",40.5
"CARROLL",46,0,0,0,"Oct 5",40.5
"CECIL",23,0,0,0,"Oct 5",40.5
"CHARLES",49,0,0,0,"Oct 5",40.5
"DORCHESTER",9,0,0,0,"Oct 5",40.5
"FREDERICK",71,0,0,0,"Oct 5",40.5
"GARRETT",5,0,0,0,"Oct 5",40.5
"HARFORD",106,0,0,0,"Oct 5",40.5
"HOWARD",72,0,0,0,"Oct 5",40.5
"KENT",4,0,0,0,"Oct 5",40.5
"MONTGOMERY",231,0,0,0,"Oct 5",40.5
"NON-MARYLAND",189,0,0,0,"Oct 5",40.5
"PRINCE GEORGES",275,0,0,0,"Oct 5",40.5
"QUEEN ANNES",10,0,0,0,"Oct 5",40.5
"SOMERSET",5,0,0,0,"Oct 5",40.5
"ST MARYS",5,0,0,0,"Oct 5",40.5
"TALBOT",9,0,0,0,"Oct 5",40.5
"Unknown",21,0,0,0,"Oct 5",40.5
"WASHINGTON",61,0,0,0,"Oct 5",40.5
"WICOMICO",50,0,0,0,"Oct 5",40.5
"WORCESTER",35,0,0,0,"Oct 5",40.5
"ALLEGANY",25,0,0,0,"Oct 12",38.5
"ANNE ARUNDEL",155,0,0,0,"Oct 12",38.5
"BALTIMORE",297,0,0,0,"Oct 12",38.5
"BALTIMORE CITY",280,0,0,0,"Oct 12",38.5
"CALVERT",14,0,0,0,"Oct 12",38.5
"CAROLINE",8,0,0,0,"Oct 12",38.5
"CARROLL",34,0,0,0,"Oct 12",38.5
"CECIL",28,0,0,0,"Oct 12",38.5
"CHARLES",43,0,0,0,"Oct 12",38.5
"DORCHESTER",10,0,0,0,"Oct 12",38.5
"FREDERICK",53,0,0,0,"Oct 12",38.5
"GARRETT",16,0,0,0,"Oct 12",38.5
"HARFORD",82,0,0,0,"Oct 12",38.5
"HOWARD",81,0,0,0,"Oct 12",38.5
"KENT",3,0,0,0,"Oct 12",38.5
"MONTGOMERY",220,0,0,0,"Oct 12",38.5
"NON-MARYLAND",173,0,0,0,"Oct 12",38.5
"PRINCE GEORGES",266,0,0,0,"Oct 12",38.5
"QUEEN ANNES",11,0,0,0,"Oct 12",38.5
"SOMERSET",10,0,0,0,"Oct 12",38.5
"ST MARYS",15,0,0,0,"Oct 12",38.5
"TALBOT",14,0,0,0,"Oct 12",38.5
"Unknown",14,0,0,0,"Oct 12",38.5
"WASHINGTON",43,0,0,0,"Oct 12",38.5
"WICOMICO",56,0,0,0,"Oct 12",38.5
"WORCESTER",49,0,0,0,"Oct 12",38.5
"ALLEGANY",17,0,0,0,"Oct 19",37
"ANNE ARUNDEL",163,0,0,0,"Oct 19",37
"BALTIMORE",267,0,0,0,"Oct 19",37
"BALTIMORE CITY",242,0,0,0,"Oct 19",37
"CALVERT",16,0,0,0,"Oct 19",37
"CAROLINE",8,0,0,0,"Oct 19",37
"CARROLL",37,0,0,0,"Oct 19",37
"CECIL",21,0,0,0,"Oct 19",37
"CHARLES",37,0,0,0,"Oct 19",37
"DORCHESTER",13,0,0,0,"Oct 19",37
"FREDERICK",76,0,0,0,"Oct 19",37
"GARRETT",5,0,0,0,"Oct 19",37
"HARFORD",79,0,0,0,"Oct 19",37
"HOWARD",69,0,0,0,"Oct 19",37
"KENT",5,0,0,0,"Oct 19",37
"MONTGOMERY",220,0,0,0,"Oct 19",37
"NON-MARYLAND",179,0,0,0,"Oct 19",37
"PRINCE GEORGES",238,0,0,0,"Oct 19",37
"QUEEN ANNES",16,0,0,0,"Oct 19",37
"SOMERSET",7,0,0,0,"Oct 19",37
"ST MARYS",8,0,0,0,"Oct 19",37
"TALBOT",12,0,0,0,"Oct 19",37
"Unknown",15,0,0,0,"Oct 19",37
"WASHINGTON",54,0,0,0,"Oct 19",37
"WICOMICO",42,0,0,0,"Oct 19",37
"WORCESTER",62,0,0,0,"Oct 19",37
"ALLEGANY",27,0,0,0,"Oct 26",40
"ANNE ARUNDEL",151,0,0,0,"Oct 26",40
"BALTIMORE",320,0,0,0,"Oct 26",40
"BALTIMORE CITY",299,0,0,0,"Oct 26",40
"CALVERT",18,0,0,0,"Oct 26",40
"CAROLINE",14,0,0,0,"Oct 26",40
"CARROLL",33,0,0,0,"Oct 26",40
"CECIL",22,0,0,0,"Oct 26",40
"CHARLES",52,0,0,0,"Oct 26",40
"DORCHESTER",12,0,0,0,"Oct 26",40
"FREDERICK",69,0,0,0,"Oct 26",40
"GARRETT",8,0,0,0,"Oct 26",40
"HARFORD",77,0,0,0,"Oct 26",40
"HOWARD",76,0,0,0,"Oct 26",40
"KENT",7,0,0,0,"Oct 26",40
"MONTGOMERY",204,0,0,0,"Oct 26",40
"NON-MARYLAND",173,0,0,0,"Oct 26",40
"PRINCE GEORGES",261,0,0,0,"Oct 26",40
"QUEEN ANNES",12,0,0,0,"Oct 26",40
"SOMERSET",8,0,0,0,"Oct 26",40
"ST MARYS",11,0,0,0,"Oct 26",40
"TALBOT",13,0,0,0,"Oct 26",40
"Unknown",14,0,0,0,"Oct 26",40
"WASHINGTON",47,0,0,0,"Oct 26",40
"WICOMICO",48,0,0,0,"Oct 26",40
"WORCESTER",59,0,0,0,"Oct 26",40
"ALLEGANY",19,0,0,0,"Nov 2",38.5
"ANNE ARUNDEL",159,0,0,0,"Nov 2",38.5
"BALTIMORE",319,0,0,0,"Nov 2",38.5
"BALTIMORE CITY",292,0,0,0,"Nov 2",38.5
"CALVERT",20,0,0,0,"Nov 2",38.5
"CAROLINE",10,0,0,0,"Nov 2",38.5
"CARROLL",33,0,0,0,"Nov 2",38.5
"CECIL",20,0,0,0,"Nov 2",38.5
"CHARLES",47,0,0,0,"Nov 2",38.5
"DORCHESTER",14,0,0,0,"Nov 2",38.5
"FREDERICK",75,0,0,0,"Nov 2",38.5
"GARRETT",3,0,0,0,"Nov 2",38.5
"HARFORD",80,0,0,0,"Nov 2",38.5
"HOWARD",78,0,0,0,"Nov 2",38.5
"KENT",10,0,0,0,"Nov 2",38.5
"MONTGOMERY",194,0,0,0,"Nov 2",38.5
"NON-MARYLAND",187,0,0,0,"Nov 2",38.5
"PRINCE GEORGES",247,0,0,0,"Nov 2",38.5
"QUEEN ANNES",13,0,0,0,"Nov 2",38.5
"SOMERSET",17,0,0,0,"Nov 2",38.5
"ST MARYS",17,0,0,0,"Nov 2",38.5
"TALBOT",13,0,0,0,"Nov 2",38.5
"Unknown",14,0,0,0,"Nov 2",38.5
"WASHINGTON",44,0,0,0,"Nov 2",38.5
"WICOMICO",99,0,0,0,"Nov 2",38.5
"WORCESTER",112,0,0,0,"Nov 2",38.5
"ALLEGANY",26,0,0,0,"Nov 9",44.5
"ANNE ARUNDEL",152,0,0,0,"Nov 9",44.5
"BALTIMORE",318,0,0,0,"Nov 9",44.5
"BALTIMORE CITY",258,0,0,0,"Nov 9",44.5
"CALVERT",16,0,0,0,"Nov 9",44.5
"CAROLINE",12,0,0,0,"Nov 9",44.5
"CARROLL",39,0,0,0,"Nov 9",44.5
"CECIL",29,0,0,0,"Nov 9",44.5
"CHARLES",59,0,0,0,"Nov 9",44.5
"DORCHESTER",15,0,0,0,"Nov 9",44.5
"FREDERICK",68,0,0,0,"Nov 9",44.5
"GARRETT",11,0,0,0,"Nov 9",44.5
"HARFORD",78,0,0,0,"Nov 9",44.5
"HOWARD",74,0,0,0,"Nov 9",44.5
"KENT",6,0,0,0,"Nov 9",44.5
"MONTGOMERY",209,0,0,0,"Nov 9",44.5
"NON-MARYLAND",192,0,0,0,"Nov 9",44.5
"PRINCE GEORGES",230,0,0,0,"Nov 9",44.5
"QUEEN ANNES",12,0,0,0,"Nov 9",44.5
"SOMERSET",9,0,0,0,"Nov 9",44.5
"ST MARYS",16,0,0,0,"Nov 9",44.5
"TALBOT",18,0,0,0,"Nov 9",44.5
"Unknown",28,0,0,0,"Nov 9",44.5
"WASHINGTON",50,0,0,0,"Nov 9",44.5
"WICOMICO",57,0,0,0,"Nov 9",44.5
"WORCESTER",109,0,0,0,"Nov 9",44.5
"ALLEGANY",27,0,0,0,"Nov 16",43.5
"ANNE ARUNDEL",164,0,0,0,"Nov 16",43.5
"BALTIMORE",312,0,0,0,"Nov 16",43.5
"BALTIMORE CITY",294,0,0,0,"Nov 16",43.5
"CALVERT",17,0,0,0,"Nov 16",43.5
"CAROLINE",6,0,0,0,"Nov 16",43.5
"CARROLL",42,0,0,0,"Nov 16",43.5
"CECIL",28,0,0,0,"Nov 16",43.5
"CHARLES",45,0,0,0,"Nov 16",43.5
"DORCHESTER",21,0,0,0,"Nov 16",43.5
"FREDERICK",68,0,0,0,"Nov 16",43.5
"GARRETT",9,0,0,0,"Nov 16",43.5
"HARFORD",78,0,0,0,"Nov 16",43.5
"HOWARD",58,0,0,0,"Nov 16",43.5
"KENT",5,0,0,0,"Nov 16",43.5
"MONTGOMERY",222,0,0,0,"Nov 16",43.5
"NON-MARYLAND",160,0,0,0,"Nov 16",43.5
"PRINCE GEORGES",239,0,0,0,"Nov 16",43.5
"QUEEN ANNES",14,0,0,0,"Nov 16",43.5
"SOMERSET",8,0,0,0,"Nov 16",43.5
"ST MARYS",11,0,0,0,"Nov 16",43.5
"TALBOT",13,0,0,0,"Nov 16",43.5
"Unknown",21,0,0,0,"Nov 16",43.5
"WASHINGTON",50,0,0,0,"Nov 16",43.5
"WICOMICO",65,0,0,0,"Nov 16",43.5
"WORCESTER",97,0,0,0,"Nov 16",43.5
"ALLEGANY",32,0,0,0,"Nov 23",49.5
"ANNE ARUNDEL",161,0,0,0,"Nov 23",49.5
"BALTIMORE",365,0,0,0,"Nov 23",49.5
"BALTIMORE CITY",265,0,0,0,"Nov 23",49.5
"CALVERT",27,0,0,0,"Nov 23",49.5
"CAROLINE",9,0,0,0,"Nov 23",49.5
"CARROLL",43,0,0,0,"Nov 23",49.5
"CECIL",20,0,0,0,"Nov 23",49.5
"CHARLES",74,0,0,0,"Nov 23",49.5
"DORCHESTER",13,0,0,0,"Nov 23",49.5
"FREDERICK",71,0,0,0,"Nov 23",49.5
"GARRETT",8,0,0,0,"Nov 23",49.5
"HARFORD",75,0,0,0,"Nov 23",49.5
"HOWARD",70,0,0,0,"Nov 23",49.5
"KENT",5,0,0,0,"Nov 23",49.5
"MONTGOMERY",213,0,0,0,"Nov 23",49.5
"NON-MARYLAND",220,0,0,0,"Nov 23",49.5
"PRINCE GEORGES",276,0,0,0,"Nov 23",49.5
"QUEEN ANNES",17,0,0,0,"Nov 23",49.5
"SOMERSET",8,0,0,0,"Nov 23",49.5
"ST MARYS",15,0,0,0,"Nov 23",49.5
"TALBOT",17,0,0,0,"Nov 23",49.5
"Unknown",23,0,0,0,"Nov 23",49.5
"WASHINGTON",56,0,0,0,"Nov 23",49.5
"WICOMICO",82,0,0,0,"Nov 23",49.5
"WORCESTER",90,0,0,0,"Nov 23",49.5
"ALLEGANY",26,0,0,0,"Nov 30",33.5
"ANNE ARUNDEL",361,0,0,0,"Nov 30",33.5
"BALTIMORE",279,0,0,0,"Nov 30",33.5
"BALTIMORE CITY",239,0,0,0,"Nov 30",33.5
"CALVERT",28,0,0,0,"Nov 30",33.5
"CAROLINE",11,0,0,0,"Nov 30",33.5
"CARROLL",34,0,0,0,"Nov 30",33.5
"CECIL",56,0,0,0,"Nov 30",33.5
"CHARLES",55,0,0,0,"Nov 30",33.5
"DORCHESTER",14,0,0,0,"Nov 30",33.5
"FREDERICK",60,0,0,0,"Nov 30",33.5
"GARRETT",15,0,0,0,"Nov 30",33.5
"HARFORD",62,0,0,0,"Nov 30",33.5
"HOWARD",60,0,0,0,"Nov 30",33.5
"KENT",26,0,0,0,"Nov 30",33.5
"MONTGOMERY",132,0,0,0,"Nov 30",33.5
"NON-MARYLAND",165,0,0,0,"Nov 30",33.5
"PRINCE GEORGES",175,0,0,0,"Nov 30",33.5
"QUEEN ANNES",11,0,0,0,"Nov 30",33.5
"SOMERSET",9,0,0,0,"Nov 30",33.5
"ST MARYS",7,0,0,0,"Nov 30",33.5
"TALBOT",10,0,0,0,"Nov 30",33.5
"Unknown",14,0,0,0,"Nov 30",33.5
"WASHINGTON",32,0,0,0,"Nov 30",33.5
"WICOMICO",33,0,0,0,"Nov 30",33.5
"WORCESTER",57,0,0,0,"Nov 30",33.5
"ALLEGANY",50,0,0,0,"Dec 7",59
"ANNE ARUNDEL",214,0,0,0,"Dec 7",59
"BALTIMORE",366,0,0,0,"Dec 7",59
"BALTIMORE CITY",324,0,0,0,"Dec 7",59
"CALVERT",31,0,0,0,"Dec 7",59
"CAROLINE",17,0,0,0,"Dec 7",59
"CARROLL",46,0,0,0,"Dec 7",59
"CECIL",41,0,0,0,"Dec 7",59
"CHARLES",77,0,0,0,"Dec 7",59
"DORCHESTER",22,0,0,0,"Dec 7",59
"FREDERICK",69,0,0,0,"Dec 7",59
"GARRETT",26,0,0,0,"Dec 7",59
"HARFORD",113,0,0,0,"Dec 7",59
"HOWARD",116,0,0,0,"Dec 7",59
"KENT",13,0,0,0,"Dec 7",59
"MONTGOMERY",258,0,0,0,"Dec 7",59
"NON-MARYLAND",277,0,0,0,"Dec 7",59
"PRINCE GEORGES",320,0,0,0,"Dec 7",59
"QUEEN ANNES",18,0,0,0,"Dec 7",59
"SOMERSET",10,0,0,0,"Dec 7",59
"ST MARYS",14,0,0,0,"Dec 7",59
"TALBOT",12,0,0,0,"Dec 7",59
"Unknown",28,0,0,0,"Dec 7",59
"WASHINGTON",68,0,0,0,"Dec 7",59
"WICOMICO",73,0,0,0,"Dec 7",59
"WORCESTER",72,0,0,0,"Dec 7",59
"ALLEGANY",33,0,0,0,"Dec 14",44
"ANNE ARUNDEL",134,0,0,0,"Dec 14",44
"BALTIMORE",315,0,0,0,"Dec 14",44
"BALTIMORE CITY",304,0,0,0,"Dec 14",44
"CALVERT",14,0,0,0,"Dec 14",44
"CAROLINE",10,0,0,0,"Dec 14",44
"CARROLL",52,0,0,0,"Dec 14",44
"CECIL",39,0,0,0,"Dec 14",44
"CHARLES",49,0,0,0,"Dec 14",44
"DORCHESTER",14,0,0,0,"Dec 14",44
"FREDERICK",74,0,0,0,"Dec 14",44
"GARRETT",22,0,0,0,"Dec 14",44
"HARFORD",101,0,0,0,"Dec 14",44
"HOWARD",66,0,0,0,"Dec 14",44
"KENT",22,0,0,0,"Dec 14",44
"MONTGOMERY",213,0,0,0,"Dec 14",44
"NON-MARYLAND",208,0,0,0,"Dec 14",44
"PRINCE GEORGES",259,0,0,0,"Dec 14",44
"QUEEN ANNES",20,0,0,0,"Dec 14",44
"SOMERSET",12,0,0,0,"Dec 14",44
"ST MARYS",10,0,0,0,"Dec 14",44
"TALBOT",10,0,0,0,"Dec 14",44
"Unknown",23,0,0,0,"Dec 14",44
"WASHINGTON",60,0,0,0,"Dec 14",44
"WICOMICO",35,0,0,0,"Dec 14",44
"WORCESTER",52,0,0,0,"Dec 14",44
"ALLEGANY",55,0,0,0,"Dec 21",54
"ANNE ARUNDEL",183,0,0,0,"Dec 21",54
"BALTIMORE",396,0,0,0,"Dec 21",54
"BALTIMORE CITY",483,0,0,0,"Dec 21",54
"CALVERT",24,0,0,0,"Dec 21",54
"CAROLINE",16,0,0,0,"Dec 21",54
"CARROLL",85,0,0,0,"Dec 21",54
"CECIL",31,0,0,0,"Dec 21",54
"CHARLES",53,0,0,0,"Dec 21",54
"DORCHESTER",13,0,0,0,"Dec 21",54
"FREDERICK",86,0,0,0,"Dec 21",54
"GARRETT",17,0,0,0,"Dec 21",54
"HARFORD",107,0,0,0,"Dec 21",54
"HOWARD",86,0,0,0,"Dec 21",54
"KENT",13,0,0,0,"Dec 21",54
"MONTGOMERY",244,0,0,0,"Dec 21",54
"NON-MARYLAND",195,0,0,0,"Dec 21",54
"PRINCE GEORGES",279,0,0,0,"Dec 21",54
"QUEEN ANNES",11,0,0,0,"Dec 21",54
"SOMERSET",18,0,0,0,"Dec 21",54
"ST MARYS",26,0,0,0,"Dec 21",54
"TALBOT",15,0,0,0,"Dec 21",54
"Unknown",37,0,0,0,"Dec 21",54
"WASHINGTON",63,0,0,0,"Dec 21",54
"WICOMICO",70,0,0,0,"Dec 21",54
"WORCESTER",47,0,0,0,"Dec 21",54
"ALLEGANY",74,0,0,0,"Dec 28",80
"ANNE ARUNDEL",383,0,0,0,"Dec 28",80
"BALTIMORE",482,0,0,0,"Dec 28",80
"BALTIMORE CITY",491,0,0,0,"Dec 28",80
"CALVERT",84,0,0,0,"Dec 28",80
"CAROLINE",24,0,0,0,"Dec 28",80
"CARROLL",124,0,0,0,"Dec 28",80
"CECIL",101,0,0,0,"Dec 28",80
"CHARLES",150,0,0,0,"Dec 28",80
"DORCHESTER",20,0,0,0,"Dec 28",80
"FREDERICK",76,0,0,0,"Dec 28",80
"GARRETT",17,0,0,0,"Dec 28",80
"HARFORD",194,0,0,0,"Dec 28",80
"HOWARD",122,0,0,0,"Dec 28",80
"KENT",18,0,0,0,"Dec 28",80
"MONTGOMERY",156,0,0,0,"Dec 28",80
"NON-MARYLAND",250,0,0,0,"Dec 28",80
"PRINCE GEORGES",235,0,0,0,"Dec 28",80
"QUEEN ANNES",26,0,0,0,"Dec 28",80
"SOMERSET",13,0,0,0,"Dec 28",80
"ST MARYS",36,0,0,0,"Dec 28",80
"TALBOT",28,0,0,0,"Dec 28",80
"Unknown",50,0,0,0,"Dec 28",80
"WASHINGTON",91,0,0,0,"Dec 28",80
"WICOMICO",46,0,0,0,"Dec 28",80
"WORCESTER",37,0,0,0,"Dec 28",80
